"Temperature","highest_temperature","lowest_temperature","Wind_speed","Rain","Air_pressure","Moisture","Date","humidity_pressure"
12.1,14.3,10.1,1.4,0,1016.1,92,2024-08-07 08:00:00,93481.2
15.8,16.9,14.3,1.5,0,1016.1,75,2024-08-07 09:00:00,76207.5
17.9,19.1,16.9,1.7,0,1016.1,68,2024-08-07 10:00:00,69094.8
19.5,20.1,19,2.2,0,1016.2,59,2024-08-07 11:00:00,59955.8
20.5,20.9,20.1,2.3,0,1016.2,52,2024-08-07 12:00:00,52842.4
21.3,21.7,20.5,2.1,0,1016.1,47,2024-08-07 13:00:00,47756.7
21.7,22.2,21.2,1.8,0,1016,44,2024-08-07 14:00:00,44704
22.2,22.6,21.6,1.7,0,1015.8,42,2024-08-07 15:00:00,42663.6
22.2,22.6,21.8,1.8,0,1015.6,40,2024-08-07 16:00:00,40624
22.2,22.6,21.8,1.7,0,1015.2,41,2024-08-07 17:00:00,41623.2
21.5,22.1,20.7,1.3,0,1015,44,2024-08-07 18:00:00,44660
21.2,21.7,20.5,1.4,0,1014.9,47,2024-08-07 19:00:00,47700.3
19.9,21.1,17.8,1.6,0,1014.9,46,2024-08-07 20:00:00,46685.4
15.8,17.7,14.2,0.9,0,1015,65,2024-08-07 21:00:00,65975
12.9,14.2,11.6,0.7,0,1015.1,83,2024-08-07 22:00:00,84253.3
10.6,11.5,9.9,1,0,1015.3,87,2024-08-07 23:00:00,88331.1
9.4,9.9,8.9,0.6,0,1015.5,91,2024-08-08,92410.5
8.6,8.9,8.2,0.8,0,1015.6,95,2024-08-08 01:00:00,96482
8.3,8.4,8.2,1.4,0,1015.6,98,2024-08-08 02:00:00,99528.8
8.2,8.4,8.1,1.4,0,1015.6,99,2024-08-08 03:00:00,100544.4
8.1,8.4,7.7,1.4,0,1015.5,99,2024-08-08 04:00:00,100534.5
7.5,7.7,7.3,1.4,0,1015.3,99,2024-08-08 05:00:00,100514.7
7.5,8.1,7.2,1.6,0,1015.3,100,2024-08-08 06:00:00,101530
9.5,11.3,7.9,1.8,0,1015.3,99,2024-08-08 07:00:00,100514.7
12.8,14.5,11.4,1.7,0,1015.3,87,2024-08-08 08:00:00,88331.1
15.6,16.9,14.5,1.8,0,1015.2,76,2024-08-08 09:00:00,77155.2
18,19.2,16.9,2,0,1015.1,65,2024-08-08 10:00:00,65981.5
20,20.7,19.2,2.3,0,1014.9,60,2024-08-08 11:00:00,60894
21.2,21.8,20.4,2.5,0,1014.7,54,2024-08-08 12:00:00,54793.8
22,22.7,21.5,2.4,0,1014.6,49,2024-08-08 13:00:00,49715.4
22.7,23.2,22.3,2,0,1014.3,45,2024-08-08 14:00:00,45643.5
23.4,23.9,23,2,0,1014,42,2024-08-08 15:00:00,42588
23.5,24.3,23.1,1.4,0,1013.7,40,2024-08-08 16:00:00,40548
23.4,23.7,22.9,1.3,0,1013.3,41,2024-08-08 17:00:00,41545.3
22.8,23.1,22.5,1.4,0,1012.9,45,2024-08-08 18:00:00,45580.5
22.3,22.8,21.4,1.7,0,1012.6,48,2024-08-08 19:00:00,48604.8
20.6,21.8,19.1,1.5,0,1012.3,55,2024-08-08 20:00:00,55676.5
17.6,19.3,16.6,1.3,0,1012.1,70,2024-08-08 21:00:00,70847
15.6,16.6,14.8,1.4,0,1012,77,2024-08-08 22:00:00,77924
14.1,14.7,13.7,1.8,0,1012,79,2024-08-08 23:00:00,79948
13.5,13.9,13.3,2.3,0,1011.9,80,2024-08-09,80952
13.7,14.4,12.8,2.3,0,1011.8,78,2024-08-09 01:00:00,78920.4
12.2,12.7,11.8,1.8,0,1011.6,88,2024-08-09 02:00:00,89020.8
11.8,12,11.5,2,0,1011.5,90,2024-08-09 03:00:00,91035
11.3,11.5,11.2,2.1,0,1011.3,92,2024-08-09 04:00:00,93039.6
11.3,11.6,11.1,1.9,0,1011.1,93,2024-08-09 05:00:00,94032.3
11.2,11.5,11,1.9,0,1011,95,2024-08-09 06:00:00,96045
12,12.8,11.6,1.9,0,1010.9,94,2024-08-09 07:00:00,95024.6
14.1,15.8,12.7,1.9,0,1010.8,87,2024-08-09 08:00:00,87939.6
16.6,18.4,15.3,2.1,0,1010.6,78,2024-08-09 09:00:00,78826.8
19.7,20.9,18.4,2.2,0,1010.4,68,2024-08-09 10:00:00,68707.2
21.9,22.9,20.7,2.5,0,1010.3,63,2024-08-09 11:00:00,63648.9
23.8,24.7,22.7,2.9,0,1010,57,2024-08-09 12:00:00,57570
24.9,25.5,24.3,3.4,0,1009.8,52,2024-08-09 13:00:00,52509.6
24.7,25.5,23.3,3.5,0,1009.5,52,2024-08-09 14:00:00,52494
24.3,25.9,22.9,3.4,0,1009,55,2024-08-09 15:00:00,55495
25.3,26.2,22.9,3.3,0,1008.6,49,2024-08-09 16:00:00,49421.4
24.1,25.1,23,3.3,0,1008.2,53,2024-08-09 17:00:00,53434.6
23.5,24.4,22.5,3.3,0,1007.8,53,2024-08-09 18:00:00,53413.4
22.2,23.1,21.4,2.5,0,1007.6,59,2024-08-09 19:00:00,59448.4
21,21.4,20.6,2.1,0,1007.5,62,2024-08-09 20:00:00,62465
19.8,20.6,19.1,2,0,1007.3,66,2024-08-09 21:00:00,66481.8
18.7,19.1,18.5,2.3,0,1007,72,2024-08-09 22:00:00,72504
18.4,18.6,18,2.4,0,1006.7,71,2024-08-09 23:00:00,71475.7
