"Temperature","highest_temperature","lowest_temperature","Wind_speed","Rain","Air_pressure","Moisture","Date","humidity_pressure"
14.3,15.1,13.5,0.7,0,1007.8,78,2024-07-01,78608.4
13.3,13.5,13.1,0.5,0,1007.8,84,2024-07-01 01:00:00,84655.2
12.5,13.1,12,0.6,0,1007.8,90,2024-07-01 02:00:00,90702
11.9,12,11.8,1.2,0.1,1007.6,94,2024-07-01 03:00:00,94714.4
12,12.1,11.9,1.3,0,1007.3,95,2024-07-01 04:00:00,95693.5
12.1,12.2,12.1,1.1,0.4,1007.1,97,2024-07-01 05:00:00,97688.7
12.5,12.6,12.2,0.9,0.2,1006.8,98,2024-07-01 06:00:00,98666.4
12.8,13,12.6,1.1,0.2,1006.2,97,2024-07-01 07:00:00,97601.4
13.1,13.3,13,1,0.3,1005.7,96,2024-07-01 08:00:00,96547.2
13.3,13.4,13.2,1.5,0.1,1005.1,93,2024-07-01 09:00:00,93474.3
13.1,13.3,12.9,1.4,1.5,1004.8,95,2024-07-01 10:00:00,95456
13.5,14,13,1.8,0.3,1004,96,2024-07-01 11:00:00,96384
14.4,14.6,14,2,0,1003.3,94,2024-07-01 12:00:00,94310.2
15.2,15.8,14.6,2.1,0,1002.5,92,2024-07-01 13:00:00,92230
16.1,16.3,15.7,2.4,0,1001.6,85,2024-07-01 14:00:00,85136
16.2,16.6,15.8,2.9,0,1000.7,82,2024-07-01 15:00:00,82057.4
16,16.6,15.4,2.3,0.2,1000,84,2024-07-01 16:00:00,84000
15.2,15.3,15,2,0.2,999.2,93,2024-07-01 17:00:00,92925.6
15,15.1,14.8,2.6,0.2,998.4,94,2024-07-01 18:00:00,93849.6
14.8,14.9,14.7,2.6,0.2,997.6,96,2024-07-01 19:00:00,95769.6
15,15.1,14.9,2.2,0,996.8,95,2024-07-01 20:00:00,94696
15,15.1,14.9,1.8,0,996.3,95,2024-07-01 21:00:00,94648.5
14.8,14.9,14.8,1.6,0.1,995.7,97,2024-07-01 22:00:00,96582.9
14.8,14.9,14.8,1.6,0,995,96,2024-07-01 23:00:00,95520
14.6,14.8,14.5,1.4,0,994.7,96,2024-07-02,95491.2
14.4,14.5,14.2,1.4,0,994.3,98,2024-07-02 01:00:00,97441.4
14.2,14.3,14.2,1.3,0,994.1,98,2024-07-02 02:00:00,97421.8
14.4,14.8,14.2,1.6,0,994.1,98,2024-07-02 03:00:00,97421.8
14.8,14.9,14.8,2.1,0,994.1,96,2024-07-02 04:00:00,95433.6
14.9,14.9,14.8,2.8,0,993.8,96,2024-07-02 05:00:00,95404.8
14.9,15,14.8,2.8,0,993.9,94,2024-07-02 06:00:00,93426.6
14.9,15.1,14.8,2.9,0,994.4,92,2024-07-02 07:00:00,91484.8
15,15.2,14.9,2.9,0,994.6,90,2024-07-02 08:00:00,89514
15.1,15.5,14.8,2.8,0,994.8,88,2024-07-02 09:00:00,87542.4
15.3,15.7,14.8,2.5,0,995,86,2024-07-02 10:00:00,85570
15.3,16.1,14.7,3.2,0,995.1,84,2024-07-02 11:00:00,83588.4
15.8,17.6,15.2,3.4,0,995.3,80,2024-07-02 12:00:00,79624
17.9,18.5,17,3.8,0,995.3,68,2024-07-02 13:00:00,67680.4
18.5,19.2,17.3,3.6,0,995.3,62,2024-07-02 14:00:00,61708.6
18.7,19.2,17.8,3.6,0,995.4,61,2024-07-02 15:00:00,60719.4
19.2,19.5,18.6,3.3,0,995.3,57,2024-07-02 16:00:00,56732.1
18.9,19.5,18.5,3.7,0,995.2,54,2024-07-02 17:00:00,53740.8
18.4,18.6,18.1,3.9,0,995.1,54,2024-07-02 18:00:00,53735.4
17.7,18.3,17.1,4.1,0,995,55,2024-07-02 19:00:00,54725
17.3,17.9,16.8,3.6,0,994.9,56,2024-07-02 20:00:00,55714.4
16.4,16.8,15.9,3.4,0,994.8,61,2024-07-02 21:00:00,60682.8
15.3,15.9,14.9,3.3,0,994.8,70,2024-07-02 22:00:00,69636
14.8,15,14.6,2.9,0,994.8,74,2024-07-02 23:00:00,73615.2
14.4,14.9,14.1,2.9,0,994.6,78,2024-07-03,77578.8
14.5,14.6,14.2,2.6,0,994.3,80,2024-07-03 01:00:00,79544
14.3,14.4,14.2,3.1,0,994.1,84,2024-07-03 02:00:00,83504.4
14.1,14.2,14,3.2,0,994.2,90,2024-07-03 03:00:00,89478
14,14,13.8,2.8,0.1,994.4,93,2024-07-03 04:00:00,92479.2
13.5,13.8,13.3,2.2,0.6,994.7,96,2024-07-03 05:00:00,95491.2
13.4,13.6,13.3,1.7,0,995,97,2024-07-03 06:00:00,96515
13.6,14,13.5,2.4,0,995.3,94,2024-07-03 07:00:00,93558.2
15,15.8,14,3.4,0,995.7,81,2024-07-03 08:00:00,80651.7
14.9,15.3,14.7,3.1,0,996.1,78,2024-07-03 09:00:00,77695.8
15.7,16.6,15,2.4,0,996.6,73,2024-07-03 10:00:00,72751.8
16,17.1,15.5,2.7,0,997.1,71,2024-07-03 11:00:00,70794.1
16.5,17.2,15.7,2.9,0,997.2,71,2024-07-03 12:00:00,70801.2
16.8,17.6,15.7,2.6,0,997.1,72,2024-07-03 13:00:00,71791.2
17.3,18.1,16.7,2.6,0,997.4,70,2024-07-03 14:00:00,69818
18,18.8,17.2,2.7,0,997.2,66,2024-07-03 15:00:00,65815.2
18.6,19,18.2,2.5,0,997.2,63,2024-07-03 16:00:00,62823.6
18.8,19.2,18.4,2.3,0,997,60,2024-07-03 17:00:00,59820
18.6,18.9,18.2,2.6,0,997.1,58,2024-07-03 18:00:00,57831.8
17.9,18.3,17.3,2.8,0,997.3,59,2024-07-03 19:00:00,58840.7
16.8,17.5,16.2,3.1,0,997.6,65,2024-07-03 20:00:00,64844
16.8,17.2,16.1,2,0,998,67,2024-07-03 21:00:00,66866
14.9,16,14.2,1.4,0,998.3,77,2024-07-03 22:00:00,76869.1
12.9,14.6,11.7,0.8,0,998.7,90,2024-07-03 23:00:00,89883
11,11.7,10.3,0.6,0,999.3,97,2024-07-04,96932.1
9.7,10.4,9.1,0.8,0,999.9,99,2024-07-04 01:00:00,98990.1
9.2,9.4,8.9,1.2,0,1000.4,99,2024-07-04 02:00:00,99039.6
8.8,9.4,8.3,1,0,1000.7,99,2024-07-04 03:00:00,99069.3
8.2,8.5,7.8,0.8,0,1001.3,100,2024-07-04 04:00:00,100130
8.1,8.3,7.8,0.8,0,1001.7,100,2024-07-04 05:00:00,100170
9.4,10.8,8.2,1.3,0,1002.1,100,2024-07-04 06:00:00,100210
12.4,14.1,10.8,1.3,0,1002.6,99,2024-07-04 07:00:00,99257.4
15.3,16.1,14.2,1.4,0,1003,85,2024-07-04 08:00:00,85255
17.3,18.1,16.1,2,0,1003.5,77,2024-07-04 09:00:00,77269.5
18.4,19.3,17.8,1.9,0,1003.9,68,2024-07-04 10:00:00,68265.2
19.9,20.7,18.9,2,0,1004.2,59,2024-07-04 11:00:00,59247.8
20.8,22.2,19.6,2,0,1004.3,58,2024-07-04 12:00:00,58249.4
20.3,21.9,18.6,2.2,0,1004.5,59,2024-07-04 13:00:00,59265.5
22.4,23.4,21.1,2.6,0,1004.4,48,2024-07-04 14:00:00,48211.2
22.7,23.3,21.9,2.4,0,1004.2,48,2024-07-04 15:00:00,48201.6
22.2,23.3,21.3,2.9,0,1004.2,50,2024-07-04 16:00:00,50210
22.7,23.1,21.7,2.7,0,1003.9,49,2024-07-04 17:00:00,49191.1
21,22.4,18.5,2.4,0,1003.6,58,2024-07-04 18:00:00,58208.8
16.7,18.1,16.4,1.1,0.2,1003.6,89,2024-07-04 19:00:00,89320.4
18.2,18.5,17.3,1.6,0,1003.3,82,2024-07-04 20:00:00,82270.6
17.8,18.1,17.4,2.5,0,1003.4,82,2024-07-04 21:00:00,82278.8
17.1,17.4,16.6,1.8,0,1003.8,83,2024-07-04 22:00:00,83315.4
15.5,16.6,14.5,2.2,0.2,1004.3,92,2024-07-04 23:00:00,92395.6
13.8,14.5,13,1.5,0,1004.4,97,2024-07-05,97426.8
12.8,12.9,12.6,1.7,0,1004.3,98,2024-07-05 01:00:00,98421.4
12.6,12.8,12.5,1.7,0,1004.4,98,2024-07-05 02:00:00,98431.2
12.6,12.9,11.7,1.8,0,1004.5,98,2024-07-05 03:00:00,98441
11.5,11.8,11,1.5,0,1004.1,98,2024-07-05 04:00:00,98401.8
11.3,11.8,11,1.7,0,1003.7,99,2024-07-05 05:00:00,99366.3
12,12.5,11.8,1.6,0,1003.3,98,2024-07-05 06:00:00,98323.4
13,13.4,12.5,1.7,0,1003,95,2024-07-05 07:00:00,95285
13.7,14,13.4,1.1,0.1,1002.7,92,2024-07-05 08:00:00,92248.4
14,14.4,13.9,1.2,0.5,1002.4,94,2024-07-05 09:00:00,94225.6
14.6,14.8,14.4,0.9,0.6,1001.7,96,2024-07-05 10:00:00,96163.2
14.9,15.1,14.8,1.2,0.8,1001,96,2024-07-05 11:00:00,96096
14.4,14.8,13.9,1.7,1,1000.1,93,2024-07-05 12:00:00,93009.3
13.8,14.1,13.4,2,1.2,999.3,94,2024-07-05 13:00:00,93934.2
13.7,13.9,13.5,2.4,0.2,998.6,94,2024-07-05 14:00:00,93868.4
14.4,14.9,13.8,2.1,0.1,998.2,94,2024-07-05 15:00:00,93830.8
14.9,15.1,14.8,2.5,0,998,90,2024-07-05 16:00:00,89820
16.4,17.3,15,2.6,0,997.9,81,2024-07-05 17:00:00,80829.9
16.6,17.1,16.1,2,0,997.7,78,2024-07-05 18:00:00,77820.6
16.9,17.2,16.4,1.3,0,997.8,75,2024-07-05 19:00:00,74835
17.1,17.4,16.1,0.9,0,997.8,74,2024-07-05 20:00:00,73837.2
16.3,16.8,15.9,1.1,0,997.8,80,2024-07-05 21:00:00,79824
15.3,16.6,14.7,0.7,0,997.8,89,2024-07-05 22:00:00,88804.2
14.6,15.1,13.9,2.2,2,998.4,93,2024-07-05 23:00:00,92851.2
12.8,13.9,12,2.8,0.6,998.9,95,2024-07-06,94895.5
12,12.2,11.9,1.9,0.5,999.5,97,2024-07-06 01:00:00,96951.5
12,12.1,11.9,1.2,0.2,999.7,98,2024-07-06 02:00:00,97970.6
11.7,12,10.8,1.3,0,1000.1,99,2024-07-06 03:00:00,99009.9
11.1,11.4,10.8,1.3,0,999.9,99,2024-07-06 04:00:00,98990.1
10.2,10.9,9.7,1.4,0,1000.2,99,2024-07-06 05:00:00,99019.8
9.9,10.7,9.5,1.3,0,1000.2,99,2024-07-06 06:00:00,99019.8
11.4,12.3,10.7,1.6,0,1000.5,99,2024-07-06 07:00:00,99049.5
12.7,13.6,12.3,1.9,0,1000.4,93,2024-07-06 08:00:00,93037.2
14.6,15.7,13.6,1.9,0,1000.1,85,2024-07-06 09:00:00,85008.5
15.5,16.4,15.2,1.8,0,999.8,80,2024-07-06 10:00:00,79984
16.7,17.1,16.3,2.3,0,999.8,73,2024-07-06 11:00:00,72985.4
18.3,19.2,17,2.5,0,999.9,64,2024-07-06 12:00:00,63993.6
19.3,20.5,18,2.4,0,999.8,54,2024-07-06 13:00:00,53989.2
20.3,20.9,19.5,2.5,0,999.7,49,2024-07-06 14:00:00,48985.3
19.9,21.1,18.9,2,0,999.7,49,2024-07-06 15:00:00,48985.3
19.3,20.3,18.3,1.5,0,999.6,52,2024-07-06 16:00:00,51979.2
18.8,20,17.8,1.7,0,999.7,54,2024-07-06 17:00:00,53983.8
16.5,17.8,13.4,2.7,0.4,1000.1,71,2024-07-06 18:00:00,71007.1
13.8,14.9,13,1.5,1.9,1000.6,95,2024-07-06 19:00:00,95057
14.8,15.2,14.2,1.2,0,1000.6,95,2024-07-06 20:00:00,95057
13.6,14.2,13.1,1.3,0.1,1001.1,92,2024-07-06 21:00:00,92101.2
13.6,13.7,13.3,0.9,0,1001.3,97,2024-07-06 22:00:00,97126.1
13,13.3,12.7,1.3,0,1001.7,98,2024-07-06 23:00:00,98166.6
12.4,12.9,12,1.4,2,1002.4,98,2024-07-07,98235.2
11.6,12.3,10.9,2.1,0,1002.7,99,2024-07-07 01:00:00,99267.3
11.2,11.3,10.7,2.1,0,1002.8,99,2024-07-07 02:00:00,99277.2
10.3,10.7,10.1,2.1,0,1002.8,99,2024-07-07 03:00:00,99277.2
10.6,10.9,10.2,2.3,0,1003,100,2024-07-07 04:00:00,100300
11.4,11.8,10.9,3.2,0,1003,100,2024-07-07 05:00:00,100300
12.1,12.2,11.8,3.6,0,1003.1,98,2024-07-07 06:00:00,98303.8
13.1,13.6,12.3,3.1,0,1003,94,2024-07-07 07:00:00,94282
13.7,13.8,13.4,2.6,0,1002.7,92,2024-07-07 08:00:00,92248.4
13.2,13.4,13,2.5,0.4,1002.6,94,2024-07-07 09:00:00,94244.4
13.1,13.3,13,2.4,2.2,1002,98,2024-07-07 10:00:00,98196
13.1,13.2,13.1,2.4,5.5,1001.1,98,2024-07-07 11:00:00,98107.8
13.7,14.2,13.2,3.1,2.5,1000,99,2024-07-07 12:00:00,99000
14.2,14.3,14.1,3.1,3.3,998.6,99,2024-07-07 13:00:00,98861.4
14.6,14.9,14.3,3.9,0.9,997.5,99,2024-07-07 14:00:00,98752.5
15.2,15.4,14.8,3.8,0.7,997.6,99,2024-07-07 15:00:00,98762.4
15.8,16.3,15.4,3.6,0.1,998.3,99,2024-07-07 16:00:00,98831.7
16.5,17.9,16.1,2.9,0,998.8,99,2024-07-07 17:00:00,98881.2
17.3,17.8,16.9,3,0,998.7,98,2024-07-07 18:00:00,97872.6
18.2,18.6,17.8,3.2,0,998.8,95,2024-07-07 19:00:00,94886
17.5,19.2,16.4,3.7,0,999.5,86,2024-07-07 20:00:00,85957
16.7,17.1,16.3,1.6,0,1000.6,83,2024-07-07 21:00:00,83049.8
15.8,16.5,14.6,2.8,0,1001.4,79,2024-07-07 22:00:00,79110.6
13.6,14.6,12.7,2.4,0,1001.9,86,2024-07-07 23:00:00,86163.4
14.2,14.7,12.9,3.2,0,1002.4,83,2024-07-08,83199.2
14.4,14.6,14.2,3.5,0,1002.5,79,2024-07-08 01:00:00,79197.5
14.8,15.1,14.5,4.5,0,1002.5,76,2024-07-08 02:00:00,76190
14.1,14.8,13.7,3.6,0,1002.8,79,2024-07-08 03:00:00,79221.2
13.9,14.1,13.6,2.9,0,1003.4,82,2024-07-08 04:00:00,82278.8
13.7,13.9,13.5,2.8,0,1003.8,84,2024-07-08 05:00:00,84319.2
14.6,15.1,14,4.3,0,1004.2,79,2024-07-08 06:00:00,79331.8
15.1,15.3,14.9,5,0,1004.9,77,2024-07-08 07:00:00,77377.3
15.6,16,14.9,4.7,0,1005.6,75,2024-07-08 08:00:00,75420
16.2,16.5,15.9,5.1,0,1006.3,74,2024-07-08 09:00:00,74466.2
15.8,16.2,15.6,4.7,0,1007.2,75,2024-07-08 10:00:00,75540
16.3,17.7,15.7,5,0,1008.1,75,2024-07-08 11:00:00,75607.5
16.3,16.9,15.3,3.9,0,1009,77,2024-07-08 12:00:00,77693
16.2,16.6,15.5,4.7,0,1009.7,76,2024-07-08 13:00:00,76737.2
16,16.9,15.1,4.2,0,1010.4,78,2024-07-08 14:00:00,78811.2
15.9,16.5,15.4,3.8,0,1011,80,2024-07-08 15:00:00,80880
17.6,19.5,16.1,3,0,1011.5,75,2024-07-08 16:00:00,75862.5
17.4,19.4,16.6,3,0,1012,78,2024-07-08 17:00:00,78936
17,17.6,16.3,3.5,0,1012.5,81,2024-07-08 18:00:00,82012.5
17.4,17.8,17.1,3.2,0,1012.8,79,2024-07-08 19:00:00,80011.2
17.3,17.6,17.1,3.3,0,1013.1,63,2024-07-08 20:00:00,63825.3
16.4,17.1,15.7,2.6,0,1013.5,65,2024-07-08 21:00:00,65877.5
14.9,15.8,13.6,1.6,0,1013.7,76,2024-07-08 22:00:00,77041.2
12.5,13.6,12,1.5,0,1013.9,89,2024-07-08 23:00:00,90237.1
12.1,12.6,11.6,1.6,0,1014.3,90,2024-07-09,91287
11.1,11.9,10.4,1.5,0,1014.5,96,2024-07-09 01:00:00,97392
9.9,10.3,9.4,1.3,0,1014.6,98,2024-07-09 02:00:00,99430.8
10.2,10.6,9.5,1.8,0,1014.6,99,2024-07-09 03:00:00,100445.4
10.1,10.6,9.9,1.7,0,1014.6,99,2024-07-09 04:00:00,100445.4
10.2,10.6,9.8,1.9,0,1014.7,99,2024-07-09 05:00:00,100455.3
11.2,12.5,10.4,1.8,0,1014.6,98,2024-07-09 06:00:00,99430.8
13.2,14.2,12.3,2.3,0,1014.7,88,2024-07-09 07:00:00,89293.6
14.7,15.7,13.7,2.4,0,1015,80,2024-07-09 08:00:00,81200
15.6,16.1,15.2,1.9,0,1015.3,78,2024-07-09 09:00:00,79193.4
16.7,17.3,15.9,2.4,0,1015.4,74,2024-07-09 10:00:00,75139.6
18.1,19.7,16.6,2.2,0,1015.5,70,2024-07-09 11:00:00,71085
19,19.8,18.1,2.6,0,1015.9,67,2024-07-09 12:00:00,68065.3
19.2,19.9,18.6,2.7,0,1016.1,66,2024-07-09 13:00:00,67062.6
19.6,20.3,18.8,3.4,0,1015.9,66,2024-07-09 14:00:00,67049.4
19.9,20.3,19.4,3.9,0,1016.1,66,2024-07-09 15:00:00,67062.6
19.1,19.7,18.4,4,0,1016.5,69,2024-07-09 16:00:00,70138.5
18.6,19.3,18.2,3.6,0,1016.8,67,2024-07-09 17:00:00,68125.6
18.6,19.1,17.7,3.6,0,1016.9,67,2024-07-09 18:00:00,68132.3
18.3,18.8,17.5,2.9,0,1017.2,70,2024-07-09 19:00:00,71204
17.7,18.3,17.2,2.9,0,1017.6,74,2024-07-09 20:00:00,75302.4
17.4,17.8,17.1,2.1,0,1018.1,72,2024-07-09 21:00:00,73303.2
16.3,17,15.3,1.5,0,1018.4,75,2024-07-09 22:00:00,76380
13.9,15.2,13,1.3,0,1018.8,88,2024-07-09 23:00:00,89654.4
13.4,13.8,13,1.7,0,1019.2,92,2024-07-10,93766.4
12.6,13.2,11.5,1.7,0,1019.5,94,2024-07-10 01:00:00,95833
11.3,11.7,11.1,1.5,0,1020,98,2024-07-10 02:00:00,99960
10.9,11.4,10.2,1.4,0,1020.3,99,2024-07-10 03:00:00,101009.7
10.1,10.4,9.8,1.6,0,1020.7,99,2024-07-10 04:00:00,101049.3
10.3,10.7,10,1.4,0,1021,100,2024-07-10 05:00:00,102100
11.7,12.7,10.5,1.3,0,1021.5,100,2024-07-10 06:00:00,102150
14,15.6,12.8,1.4,0,1022,96,2024-07-10 07:00:00,98112
16.6,17.6,15.7,2,0,1022.4,84,2024-07-10 08:00:00,85881.6
18.2,18.9,17.7,2.2,0,1022.9,71,2024-07-10 09:00:00,72625.9
18.8,19.3,18.4,2.8,0,1023.2,61,2024-07-10 10:00:00,62415.2
19.5,19.9,19.1,2.8,0,1023.6,52,2024-07-10 11:00:00,53227.2
19.8,20.3,19.3,2.9,0,1023.9,49,2024-07-10 12:00:00,50171.1
20.2,20.9,19.6,2.8,0,1024.3,51,2024-07-10 13:00:00,52239.3
20.1,20.7,19.4,3,0,1024.4,50,2024-07-10 14:00:00,51220
20.2,20.8,19.8,2.8,0,1024.5,48,2024-07-10 15:00:00,49176
20.2,20.7,19.8,3.1,0,1024.6,46,2024-07-10 16:00:00,47131.6
20.2,20.9,19.8,2.5,0,1024.5,47,2024-07-10 17:00:00,48151.5
19.6,20,19.3,2.6,0,1024.3,48,2024-07-10 18:00:00,49166.4
19.3,19.5,19.1,2.1,0,1024.4,47,2024-07-10 19:00:00,48146.8
18.9,19.1,18.5,2,0,1024.2,50,2024-07-10 20:00:00,51210
18.6,19.4,17.7,1.2,0,1024.3,49,2024-07-10 21:00:00,50190.7
15.3,17.6,13.7,0.7,0,1024.2,69,2024-07-10 22:00:00,70669.8
12.4,13.7,11.4,0.7,0,1024.2,85,2024-07-10 23:00:00,87057
10.6,11.4,10.1,0.8,0,1024.3,92,2024-07-11,94235.6
9.7,10.1,9.4,0.8,0,1024,94,2024-07-11 01:00:00,96256
9.4,9.5,9.3,1.3,0,1023.9,93,2024-07-11 02:00:00,95222.7
10.2,10.6,9.5,1.5,0,1023.6,91,2024-07-11 03:00:00,93147.6
11.5,12.2,10.6,2,0,1023.2,83,2024-07-11 04:00:00,84925.6
12.8,13.5,12.2,1.9,0,1022.9,78,2024-07-11 05:00:00,79786.2
13.6,14,13.4,2.4,0,1022.5,79,2024-07-11 06:00:00,80777.5
14.3,14.6,14,2,0,1022.2,82,2024-07-11 07:00:00,83820.4
15.1,15.7,14.6,1.8,0,1022,84,2024-07-11 08:00:00,85848
16.3,16.5,15.7,2.1,0,1021.3,80,2024-07-11 09:00:00,81704
17.3,18.3,16.5,2.3,0,1020.8,76,2024-07-11 10:00:00,77580.8
19.1,20,18.3,2.8,0,1020.1,69,2024-07-11 11:00:00,70386.9
20.4,21.3,19.5,2.5,0,1019.5,66,2024-07-11 12:00:00,67287
21.8,22.3,21.3,2.7,0,1018.7,61,2024-07-11 13:00:00,62140.7
22.6,22.8,22.3,3,0,1017.8,58,2024-07-11 14:00:00,59032.4
21.9,22.6,21.1,2.6,0,1017.3,60,2024-07-11 15:00:00,61038
20.3,21.3,18.8,2.3,0,1016.8,65,2024-07-11 16:00:00,66092
20,21.3,18.6,2.4,0.2,1015.9,71,2024-07-11 17:00:00,72128.9
18.3,19.3,17.5,2.3,0.1,1015.2,86,2024-07-11 18:00:00,87307.2
17.1,17.5,16.9,1.8,1.1,1014.9,95,2024-07-11 19:00:00,96415.5
16.9,17.1,16.8,2.1,2,1014.6,96,2024-07-11 20:00:00,97401.6
16.9,17.1,16.8,2.3,2,1013.8,97,2024-07-11 21:00:00,98338.6
17,17.1,16.8,3.8,0.7,1012.7,97,2024-07-11 22:00:00,98231.9
16.8,16.9,16.7,3.7,0.1,1012.1,98,2024-07-11 23:00:00,99185.8
16.7,16.8,16.6,3.2,0,1011.7,98,2024-07-12,99146.6
16.6,16.7,16.4,2.7,0,1011.3,97,2024-07-12 01:00:00,98096.1
16.4,16.6,16.3,2.8,0,1010.8,96,2024-07-12 02:00:00,97036.8
16.4,16.5,16.3,3,0,1010.3,96,2024-07-12 03:00:00,96988.8
16.2,16.5,16,2.5,0.8,1009.9,98,2024-07-12 04:00:00,98970.2
16.1,16.2,16.1,2.3,1.6,1009.2,99,2024-07-12 05:00:00,99910.8
16.3,16.4,16.2,1.9,2.1,1008.6,99,2024-07-12 06:00:00,99851.4
16.6,16.8,16.4,1.6,1.1,1008.2,99,2024-07-12 07:00:00,99811.8
16.9,17.2,16.8,1.7,0.1,1007.9,99,2024-07-12 08:00:00,99782.1
16.9,17.2,16.8,1.7,0,1007.8,99,2024-07-12 09:00:00,99772.2
16.6,16.9,16.4,1.6,0.1,1007.6,98,2024-07-12 10:00:00,98744.8
16,16.4,15.8,2,0,1007.7,98,2024-07-12 11:00:00,98754.6
15.7,15.9,15.6,2.3,0,1008,99,2024-07-12 12:00:00,99792
16.4,16.8,15.7,2.4,0,1008.2,99,2024-07-12 13:00:00,99811.8
16.9,17.2,16.8,2.8,0,1008.5,96,2024-07-12 14:00:00,96816
17.4,17.6,17.2,3.4,0,1008.9,92,2024-07-12 15:00:00,92818.8
17.1,17.4,17,3.3,0,1009.2,92,2024-07-12 16:00:00,92846.4
17.3,17.9,17,2.8,0,1009.6,90,2024-07-12 17:00:00,90864
17.6,17.8,17.4,2.8,0,1009.9,86,2024-07-12 18:00:00,86851.4
17.4,17.9,17,3.1,0,1010.2,85,2024-07-12 19:00:00,85867
17.4,17.6,17.1,2.2,0,1010.4,85,2024-07-12 20:00:00,85884
17.2,17.4,17.1,1.9,0,1010.5,86,2024-07-12 21:00:00,86903
17,17.4,16.6,1.8,0,1010.7,85,2024-07-12 22:00:00,85909.5
16.5,16.6,16.4,1.8,0,1010.8,89,2024-07-12 23:00:00,89961.2
16.3,16.5,16,1.4,0,1011,94,2024-07-13,95034
15.4,16,15.2,1.2,0,1011.1,97,2024-07-13 01:00:00,98076.7
15.3,15.6,15,1.1,0,1011.3,98,2024-07-13 02:00:00,99107.4
15.3,15.5,15.1,0.9,0,1011.6,98,2024-07-13 03:00:00,99136.8
15.3,15.4,15.1,1,0,1011.8,99,2024-07-13 04:00:00,100168.2
15.4,15.6,15.1,1,0.1,1012.2,99,2024-07-13 05:00:00,100207.8
15.9,16.4,15.4,1.1,0,1012.6,99,2024-07-13 06:00:00,100247.4
17,17.5,16.4,1.4,0,1013.1,98,2024-07-13 07:00:00,99283.8
17.6,17.9,17.5,2,0,1013.6,92,2024-07-13 08:00:00,93251.2
17.8,18.2,17.5,2.2,0,1014,89,2024-07-13 09:00:00,90246
18.1,18.5,17.9,2.8,0,1014.4,81,2024-07-13 10:00:00,82166.4
19.3,20.1,18.5,3.2,0,1014.9,74,2024-07-13 11:00:00,75102.6
20.4,20.7,19.7,3.5,0,1015.2,63,2024-07-13 12:00:00,63957.6
21,21.6,20.5,3.3,0,1015.4,60,2024-07-13 13:00:00,60924
21.5,22.1,21.2,3.7,0,1015.4,58,2024-07-13 14:00:00,58893.2
21.9,22.3,21,3,0,1015.5,58,2024-07-13 15:00:00,58899
21.5,21.7,21.2,3.3,0,1015.6,62,2024-07-13 16:00:00,62967.2
21.8,22.1,21.2,3,0,1015.6,58,2024-07-13 17:00:00,58904.8
22.1,22.3,21.8,2.3,0,1015.6,55,2024-07-13 18:00:00,55858
22.1,22.4,21.6,1.8,0,1015.7,53,2024-07-13 19:00:00,53832.1
21.8,22,21.4,2.5,0,1015.8,52,2024-07-13 20:00:00,52821.6
21.1,21.5,20.5,2.6,0,1015.9,54,2024-07-13 21:00:00,54858.6
19.5,20.5,18.7,2.9,0,1016.2,60,2024-07-13 22:00:00,60972
17.9,18.7,17.1,2.4,0,1016.5,67,2024-07-13 23:00:00,68105.5
16.4,17.1,15.7,2.4,0,1016.9,74,2024-07-14,75250.6
15,15.8,14.1,1.8,0,1017.2,82,2024-07-14 01:00:00,83410.4
13.8,14.3,13.3,1.9,0,1017.4,87,2024-07-14 02:00:00,88513.8
12.9,13.3,12.5,1.8,0,1017.3,91,2024-07-14 03:00:00,92574.3
12.3,12.6,12.1,1.6,0,1017.1,93,2024-07-14 04:00:00,94590.3
11.9,12.1,11.8,1.5,0,1017.1,95,2024-07-14 05:00:00,96624.5
12.4,13.4,11.7,1.4,0,1017.1,95,2024-07-14 06:00:00,96624.5
14.6,15.3,13.5,2,0,1017.2,87,2024-07-14 07:00:00,88496.4
15.4,16.3,14.2,2.2,0,1017.4,83,2024-07-14 08:00:00,84444.2
16.5,18,15.1,2,0,1017.3,78,2024-07-14 09:00:00,79349.4
18.3,18.9,17.8,2.1,0,1017.1,71,2024-07-14 10:00:00,72214.1
18.4,19.3,17.9,2.4,0,1017,70,2024-07-14 11:00:00,71190
18.9,19.5,18.7,2.3,0,1016.8,65,2024-07-14 12:00:00,66092
18.8,19.4,18.4,2.6,0,1016.7,63,2024-07-14 13:00:00,64052.1
18.6,19,18.2,2.2,0,1016.8,63,2024-07-14 14:00:00,64058.4
19,19.4,18.7,2.3,0,1016.6,64,2024-07-14 15:00:00,65062.4
19.3,20.2,18.8,2.3,0,1016.3,64,2024-07-14 16:00:00,65043.2
19.5,19.9,19,2.7,0,1016.2,65,2024-07-14 17:00:00,66053
19.7,20.3,19.1,2.8,0,1016,66,2024-07-14 18:00:00,67056
19.4,20.1,19.1,2.8,0,1015.8,66,2024-07-14 19:00:00,67042.8
19.1,19.3,18.8,2.8,0,1015.8,67,2024-07-14 20:00:00,68058.6
18.3,18.9,17.7,2.4,0,1015.8,71,2024-07-14 21:00:00,72121.8
17.3,17.8,16.7,2.2,0,1016.1,75,2024-07-14 22:00:00,76207.5
16.1,16.8,15.2,1.8,0,1015.9,80,2024-07-14 23:00:00,81272
14.1,15.3,13,1.4,0,1015.8,89,2024-07-15,90406.2
